prid,title,location,time_published,price,area,price_per_m2,bedrooms,bathrooms,agent_name,product_url,agent_avatar,main_image,other_images,description
37753311,Bảng hàng chuyển nhượng dự án Hinode Royal Park cập nhật ngày 07 - 01 - 2024,"Hoài Đức, Hà Nội",02/01/2024,8 tỷ,100 m²,80 tr/m²,,,‎Tuấn  Anh,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-xa-di-trach-prj-hinode-royal-park/bang-hang-chuyen-nhuong-du-an-cap-nhat-ngay-26-07-2023-pr37753311,,,[],Đơn vị phân phối bất động sản Luxhomes tại dự án Hinode Royal Park. Bảng hàng cập nhật hàng chuyển nhượng liên tục. Khách hàng có nhu cầu xin liên hệ: 0988 848 ***. Link bảng hàng: https://hinoderoyalpark.net.vn/chuyen-nhuong Link cập nhật tiến độ dự án: Https://hinoderoyalpark.net.vn/360-view Thông tin mở bán Chung cư The Wisteria nằm tại quần thể KĐT Hinode Royal Park.
38726477,"Chủ nhà bán biệt thự Vinhomes Central Park DT 275m2, 320m2, 500m2, 600m2 giá 134 tỷ/căn 0916 618 ***","Bình Thạnh, Hồ Chí Minh",02/01/2024,134 tỷ,320 m²,"418,75 tr/m²",5,5,‎Mr Sơn,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/chinh-chu-ban-dt-275m2-320m2-500m2-600m2-gia-134-ty-can-pr38726477,,,[],"I) Chủ nhà đang cần tiền để làm ăn nên gửi bán độc quyền gấp căn góc villa khu Vinhomes Central Park - Bình Thạnh: - Vị trí: Căn góc cực đẹp view trực diện sông, công viên trung tâm và Landmark 81. - Diện tích 500m² đất - xây dựng 4 tầng nổi + 1 hầm, có thang máy. - Villa có 1 PK, 2 phòng ăn, 2 PN master, 3 PN nhỏ, 1 phòng SHC, 1p spa, makeup, 1 phòng giai nhân, 6 WC, 2 bếp, hồ bơi, phòng thờ, balcony quanh nhà, 2 hồ cá Koi, sân vườn 3 mặt nhà. -..."
32010256,Đất đường Võ Văn Kiệt nối dài và danh sách cập nhật đất xây cao tầng giá cạnh tranh 0932 560 ***,"Sơn Trà, Đà Nẵng",02/01/2024,Giá thỏa thuận,2.000 m²,,,,‎Nguyễn Văn M,https://batdongsan.com.vn/nha-dat-ban/ban-dat-duong-vo-van-kiet-phuong-an-hai-dong/-noi-dai-va-danh-sach-cap-nhat-xay-cao-tang-gia-canh-tranh-0932560868-pr32010256,,,[],"Vị trí: Mặt tiền Võ Văn Kiệt cung đường nối từ sân bay đến bãi biển Mỹ Khê. Lô đất có vị trí vàng ngay gần trung tâm tài chính, Công viên cùng khu phức hợp thương mại dịch vụ - du lịch - giải trí. Hội tụ đầy đủ tiềm năng phát triển tại bờ biển đẹp nhất hành tinh.Với nhiều loại diện tích phù hợp với nhu cầu của Nhà Đầu Tư: - Diện tích được NĐT quan tâm nhiều: 300m² - 500m². - Diện tích thuộc phân khúc cao cấp NĐT lớn săn tìm: 700m² - 3.000m².Phù h..."
34189294,"Cần bán khu biệt thự du lịch ngay trung tâm phố cổ Hội An, DT 1600m2, 9 villa - LH 0932 560 ***","Hội An, Quảng Nam",02/01/2024,Giá thỏa thuận,1.600 m²,,,,‎Nguyễn Văn M,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-tran-nhan-tong-phuong-cam-chau/can-ban-khu-du-ngay-lich-trung-tam-tp-hoi-an-dien-tich-1700m2-9-villa-lh-0932560868-pr34189294,,,[],"Diện tích 1600m² - 9 villa - mỗi villa 2 phòng ngủ và 5 căn hộ deluxe phong cách Châu Âu, đang hoạt động kinh doanh tốt. Cách trung tâm phố cổ 2km, cách cửa Đại 4km, cách biển An Bàng 6km, cách khu du lịch sinh thái Rừng Dừa 3km. Nhà chính có tầm nhìn rừng dừa Cẩm Thanh, hồ tôm, cách đồng lúa, núi Cù Lao Chàm. Sân vườn rộng, bãi đổ xe, bể bơi. Giá có thương lượng. Nhận ký gửi mua bán nhà đất Đà Nẵng Quảng Nam. Hotline: 0932 560 ***Zalo/Viber/SMS)..."
37751776,"Cần bán các khách sạn quy mô, tiêu chuẩn 5* MT đường Võ Nguyên Giáp view biển trực diện- 0932 560 ***","Sơn Trà, Đà Nẵng",02/01/2024,Giá thỏa thuận,1.360 m²,,,,‎Nguyễn Văn M,https://batdongsan.com.vn/nha-dat-ban/ban-nha-mat-pho-duong-vo-nguyen-giap-phuong-phuoc-my/can-ban-cac-khach-san-quy-mo-tieu-chuan-5-mt-view-bien-truc-dien-0932560868-pr37751776,,,[],"Cần bán các khách sạn quy mô, tiêu chuẩn 5 sao MT đường Võ Nguyên Giáp, view biển trực diện, vị trí đắc địa cách biển vài bước chân. Số tầng: Trên 27 tầng + với gần 300 phòng + các phòng tổng thống. Gía trị từ 9xx - 1xxx tỷ, đang hoạt động tốt với doanh thu ổn định. Liên hệ: Mr M 0932 560 ***"
34679399,"Xem nhà 24/7: Chuyên bán cắt lỗ CC Vinhomes Metropolis hỗ trợ vay 70%, sổ đỏ chính chủ 0944 266 ***","Ba Đình, Hà Nội",02/01/2024,"6,5 tỷ","78,09 m²","83,24 tr/m²",2,,‎Trần Thanh Bình,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-pho-lieu-giai-phuong-ngoc-khanh-prj-vinhomes-metropolis-lieu-giai/xem-nha-24-7-chuyen-ban-cat-lo-cc-vinmes-tro-vay-70-so-do-chinh-chu-0944-266-333-pr34679399,https://file4.batdongsan.com.vn/resize/200x200/2020/04/29/20200429121957-b5ad.jpg,,[],"Bất động sản Bình Minh chuyên mua bán, cho thuê chung cư Vinhomes Metropolis 29 Liễu Giai, Ba Đình, Hà Nội. Gọi ngay để được tư vấn nhanh và chính xác nhất: 0944 266 ***. Website: https://batdongsanbinhminh.vn/ - Giá cam kết rẻ nhất thị trường. - Tư vấn nhiệt tình chính xác nhất. - Công ty có văn phòng ngay tại Vinhomes Metropolis nên xem nhà bất kể khi nào 24/7. - Ký hợp đồng trực tiếp với chủ nhà. - Có ưu đãi cho khách hàng đặt cọc trước. - Khách..."
38912233,"Bán 20.000m2 đất mặt tiền đường Võ Văn Bích, Bình Mỹ, Củ Chi","Củ Chi, Hồ Chí Minh",02/01/2024,150 tỷ,20.000 m²,"7,5 tr/m²",,,‎Nguyễn Minh Khang,https://batdongsan.com.vn/nha-dat-ban/ban-dat-duong-vo-van-bich-xa-binh-my/ban-20-000m-mat-tien-cu-chi-pr38912233,,,[],"Bán 20.000m² đất mặt tiền đường Võ Văn Bích, Bình Mỹ, Củ Chi. Mặt tiền hơn 70m. Hai tiền: Võ Văn Bích & mặt tiền Vành Đai 3. Thổ cư 7.100m². Phù hợp làm dự án Khu Dân Cư."
38911932,"Bán đất mặt tiền đường Xuân Thới Thượng 6, xã Xuân Thới Đông, Hóc Môn, Hồ Chí Minh","Hóc Môn, Hồ Chí Minh",02/01/2024,85 tỷ,3.802 m²,"22,36 tr/m²",,,‎Nguyễn Văn Khương,https://batdongsan.com.vn/nha-dat-ban/ban-dat-duong-xuan-thoi-thuong-6-xa-xuan-thoi-dong/ban-mat-tien-6-hoc-mon-ho-chi-minh-pr38911932,,,[],"3.802m² đất mặt tiền đường Xuân Thới Thượng 6, xã Xuân Thới Đông, Hóc Môn. (DT sử dụng 3970m²). Cam kết lên 300m² thổ cư. Vị trí cạnh Rinrin Park. Giá 85 tỷ, khách thiện chí thương lượng."
38911620,"Bán nhà mặt phố lô góc ngay đường Bưởi, mặt tiền 8.6m, ngã 5 đẹp nhất, vỉa hề rộng, KH quá đẹp","Ba Đình, Hà Nội",02/01/2024,23 tỷ,66 m²,"348,48 tr/m²",,,‎Vũ Tuấn Linh,https://batdongsan.com.vn/nha-dat-ban/ban-nha-mat-pho-duong-buoi-phuong-cong-vi/ban-lo-goc-ngay-tien-8-6m-nga-5-dep-t-via-he-rong-kh-qua-dep-pr38911620,,,[],"Mặt Đường Bưởi 66m² xây 6 tầng MT 8.6m giá 23 tỷ Ba Đình. - Nhà mặt phố lớn, vị trí lô góc nằm gần ngã 5 đẹp nhất, mặt tiền rộng, vỉa hè rộng, kinh doanh phải gọi là vô địch: Cafe, văn phòng, nhà hàng, - Nhà xây dựng 6 tầng đẹp lung linh. Tất cả các tầng thiết kế thông sàn. Thang máy + thang bộ cuối nhà. Liên hệ ngay: 0913 581 *** Mr Linh để hỗ trợ 24/7."
38918191,"Căn hộ 3PN 115m2 Đông Nam view hồ, Vinpearl Safari, trường Quốc Tế Brighton đẹp nhất Vinhomes OCP","Gia Lâm, Hà Nội",02/01/2024,"5,18 tỷ",115 m²,"45,04 tr/m²",3,2,‎Vũ Kiên Vinhomes,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-xa-da-ton-prj-the-zurich-vinhomes-ocean-park/-3pn-115m2-dong-nam-view-vinpearl-safari-truong-quoc-te-brighton-dep-nhat-vinme-ocp-pr38918191,https://file4.batdongsan.com.vn/resize/200x200/2022/09/07/20220907074715-707f.jpg,,[],"Cơ hội sở hữu căn 3PN 115m² đẹp nhất OCP view Vinpearl Safari, Hồ San Hô, Trường Quốc Tế danh giá hàng đầu Anh Quốc - Brighton College... + Chỉ từ: 5,180tỷ. + Diện tích căn hộ lớn nhất căn 3PN chưa từng có tại Vinhomes Ocean Park: 115m². --------- The Zurich - Tâm điểm thượng lưu - cộng đồng tinh hoa. * 10 lý do sở hữu căn hộ tại The Zurich. - Vị trí đắc địa ngay cổng chính dự án, Giáp đường Lý Thánh Tông, siêu kết nối với cao tốc Hà Nội HP, QL5,..."
38920097,"Bán nhà Yên Nghĩa, cạnh bến xe, cạnh trường đại học Phenikaa, 5 tầng chỉ nhỉnh 2 tỷ","Hà Đông, Hà Nội",01/01/2024,"2,45 tỷ",33 m²,"74,24 tr/m²",3,4,‎Mr Việt,https://batdongsan.com.vn/nha-dat-ban/ban-nha-rieng-duong-quang-trung-phuong-yen-nghia-1/ban-canh-ben-xe-canh-truong-dai-hoc-phenikaa-5-tang-chi-nhinh-2-ty-pr38920097,,,[],"Bán nhà Yên Nghĩa, gần bến xe chỉ nhỉnh 2 tỷ. - Vị trí: Cách ga Yên Nghĩa và bến xe Yên Nghĩa chỉ 800m, cách mặt đường QL6 chỉ khoảng hơn 100m, vị trí giao thông đi lại thuận tiện. Gần trường đại học Phenikaa, trường cao đẳng kinh tế kỹ thuật Hà Đông. Mua đầu tư cho thuê cũng khá thuận tiện. - Diện tích: 33m², mặt tiền 3,5 m. - Thiết kế: Tầng 1 khách + bếp. Tầng 2 - 3 - 4 mỗi tầng 1 phòng ngủ + Vệ sinh. Tầng 5 phòng thờ + sân phơi. - Pháp lý: Sổ ..."
34269897,"Giỏ hàng suất ngoại giao 1PN 2PN 3PN The Sóng, LH 0933 994 ***","Vũng Tàu, Bà Rịa Vũng Tàu",01/01/2024,"3,4 tỷ",72 m²,"47,22 tr/m²",2,,‎Phòng Kinh Doanh,https://batdongsan.com.vn/nha-dat-ban/ban-condotel-pho-thi-sach-phuong-thang-tam-prj-the-song/gio-hang-suat-ngoai-giao-1pn-2pn-3pn-lh-0933994405-pr34269897,,,[],"* Tổng hợp các căn view biển 1PN 2PN 3PN dự án The Sóng Vũng Tàu, tầng thấp, trung, cao. Giỏ hàng PKD chủ đầu tư. - Tên dự án: The Sóng 5 Sao Plus. - Dự án do tập đoàn An Gia làm chủ đầu tư và đơn vị thi công Coteccons. - Quy mô dự án 35 tầng. - Vị trí dự án: 28 Thi Sách, P. Thắng Tam, cách bãi Thùy Vân 200m, view trực diện biển, nằm ngay trung tâm của khu du lịch Vũng Tàu. - Đặc biệt bàn giao full nội thất cao cấp như full bếp, bàn ghế tủ giường..."
38919151,"Bán nhà HXH 6m đường Hoàng Hoa Thám K300 - DT 5 x 15, 3 lầu ST (5PN, 6WC) chỉ 8.5 tỷ TL","Tân Bình, Hồ Chí Minh",01/01/2024,"8,5 tỷ",75 m²,"113,33 tr/m²",5,6,‎Victory Real | Trung Tâm Giao Dịch Bđs Tân Bình,https://batdongsan.com.vn/nha-dat-ban/ban-nha-rieng-duong-hoang-hoa-tham-phuong-12-10/ban-hxh-6m-k300-dt-5-x-15-3-lau-st-5pn-6wc-chi-8-5-ty-tl-pr38919151,https://file4.batdongsan.com.vn/resize/200x200/2023/07/12/20230712083833-6ebc.jpg,,[],"Cần bán gấp căn nhà ở khu K300, hẻm xe hơi 6m đường Hoàng Hoa Thám, P12 quận Tân Bình. DT 5 x 15, 3 lầu ST, Gần chợ Hoàng Hoa Thám, K300 Tân Bình, hẻm thông đường A4.https://bannhatanbinh.com.vn - ""Nơi bạn tìm kiếm, Nơi bạn tìm thấy"".- Vị trí đẹp, hẻm 6m, xe hơi vào tận nhà, khu sang an ninh, yên tĩnh.- Diện tích: 5 x 15m.- Kết cấu: 1 trệt, 1 lửng, 2 lầu, sân thượng, nhà mới kiên cố gồm 5 phòng ngủ, 6 wc, sân thượng trc sau...- Giá bán chỉ: 8.5 t..."
31485314,Chủ cần tiền bán nhanh lô villas Mystery giá chỉ từ 150tr/m2 cạnh Đảo Kim Cương Q2,"Quận 2, Hồ Chí Minh",01/01/2024,45 tỷ,300 m²,150 tr/m²,,,‎Thành Tâm Land,https://batdongsan.com.vn/nha-dat-ban/ban-dat-nen-du-an-duong-bat-nan-phuong-binh-trung-tay-prj-saigon-mystery-villas/em-vua-moi-cap-nhat-mot-so-chu-ket-tien-hung-thinh-ch-dao-kim-cuong-q2-pr31485314,https://file4.batdongsan.com.vn/resize/200x200/2023/02/06/20230206090943-42e6.jpg,,[],"Văn phòng BDS Thành Tâm Land đặt ngay trong dự án để tiện hỗ trợ quý khách tốt hơn thông tin chính xác về giá, vị trí thực tế và hỗ trợ xem thực tế tại dự án. - Giao dịch giá trị lớn cần sự an toàn, thông tin minh bạch. - Kiểm tra pháp lý, công nợ trước khi khách hàng quyết định. - Giá cả cạnh tranh. - Mua bán, cho thuê, quản lý tài sản miễn phí. - Tài sản không bị tranh chấp. - Tránh mua bán một tài sản bán cho nhiều người.""Công ty chúng tôi thà..."
38320043,"Chỉ 20 triệu/tháng để sở hữu, quà tặng 700tr dự án Hoàng Huy Commerce 5 sao. Vị trí vàng, view đẹp","Lê Chân, Hải Phòng",01/01/2024,2 tỷ,77 m²,"25,97 tr/m²",2,,‎Nguyên Thắng,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-vo-nguyen-giap-phuong-kenh-duong-prj-hoang-huy-commerce/chi-20-trieu-thang-de-so-huu-qua-tang-700tr-du-an-5-sao-vi-tri-vang-view-dep-pr38320043,,,[],"Siêu phẩm dự án chung cư cao cấp 5 sao. - Dự án Hoàng Huy Commerce nằm tại phía Nam thành phố cảng đang nhận được nhiều sự quan tâm từ khách hàng và các nhà đầu tư bất động sản. - Với thiết kế khác biệt, nhiều tiện ích nội khu, dự án đã gây chú ý trên thị trường Hải Phòng trong suốt mấy năm gần đây.* Sổ hồng lâu dài. Giá từ 1,8xx tỷ đồng căn 2 ngủ. * Nhận nhà ở ngay năm 2023. Không sợ rủi ro xây dựng. Vận hành cho thuê không lo trượt giá. * Vị tr..."
38895116,"Chính chủ gửi bán một số căn hộ chung cư 88 Láng Hạ (101, 102.5, 108, 112, 139, 144, 145.5)m2","Đống Đa, Hà Nội",01/01/2024,"5,82 tỷ",112 m²,52 tr/m²,2,2,‎Văn Phú,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-pho-lang-ha-phuong-lang-ha-prj-sky-city-towers-88-lang-ha/chinh-chu-gui-ban-mot-so-88-101-102-5-108-112-139-144-145-5-m2-pr38895116,,,[],"Chính chủ gửi bán một số căn hộ chung cư 88 Láng Hạ Sky City cắt lỗ như sau: Căn hộ có 2 phòng ngủ tòa A.+ Căn tháp A, căn 08,01 diện tích: 112 m², ban công Tân Nam nhà sạch đẹp, đầy đủ đồ đẹp. Giá bán 52 triệu/m². + Căn tháp A, căn 05,04 diện tích: 112 m², ban công Đông Bắc nhà sạch đẹp, đầy đủ đồ đẹp. Giá bán 53 triệu/m².Căn hộ có 3 phòng ngủ tòa A.+ Căn tháp A, căn 02,03 diện tích: 139 m², ban công Tây Bắc, Tây Nam nhà sạch đẹp, đầy đủ đồ đẹp...."
38844436,"Cập nhật full giỏ hàng De La Sol T01/2024 giá tốt chính xác 2PN 5tỷ1, Ck 9%, ân hạn gốc + lãi 2 năm","Quận 4, Hồ Chí Minh",31/12/2023,"5,19 tỷ",74 m²,"70,14 tr/m²",2,,‎Hồ Trung Thu,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-ton-that-thuyet-phuong-1-prj-de-la-sol/cap-nhat-full-gio-hang-delasol-thang-12-gia-tot-chinh-xac-2pn-5ty1-ck-9-an-han-goc-lai-2nam-pr38844436,https://file4.batdongsan.com.vn/resize/200x200/2023/10/25/20231025223600-e50c_wm.jpg,,[],"Cập nhật full giỏ hàng De La Sol tháng 12 giá tốt chính xác 2PN 5tỷ1xx CK 9%, ân hạn gốc + lãi 2 năm.Liên hệ ngay em Sương Sương chuyên viên dự án De La Sol: Để được tư vấn chuyên sâu và nhận được những đặc quyền vip không nơi nào có.Thanh toán 30% sở hữu ngay căn hộ De La Sol quận 4 - 2 phòng ngủ chỉ với 1,9 tỷ. Chủ đầu tư CapitaLand (Singapore): Tập đoàn bất động sản lớn nhất Châu Á. Chỉ cần thanh toán 30%. Ngân hàng hỗ trợ vay 65%. Hỗ trợ ân h..."
38846950,"Biệt thự Thung Lũng Thanh Xuân 500m2, hỗ trợ lên tới 17%, sổ lâu dài, tặng bể bơi 40m2","Phúc Yên, Vĩnh Phúc",31/12/2023,Giá thỏa thuận,500 m²,,5,5,‎Vpbh Chủ Đầu Tư,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-nguyen-van-cu-1-xa-ngoc-thanh-1-prj-thanh-xuan-valley/ban-ng-lung-500m2-chiet-khau-len-toi-17-so-lau-dai-tang-be-boi-40m2-pr38846950,https://file4.batdongsan.com.vn/resize/200x200/2023/11/07/20231107150039-752d.jpg,,[],"Hotline CĐT: 0967 299 ***Mr Huấn).Thông tin mô tả. 1. Vị trí: Đường Nguyễn Văn Cừ, xã Ngọc Thanh, TP. Phúc Yên, tỉnh Vĩnh Phúc. - Cách trung tâm thành phố Hà Nội chỉ 60 phút di chuyển. - Nằm liền kề Flamingo Đại Lải Resort. - Cách hồ Đại Lải 5 phút. - Cách sân bay Nội Bài 30 phút. - Cách ĐH Sư Phạm Hà Nội 14 phút.2. Tổng quan: - Chủ đầu tư: BIM Group. - Diện tích đất dự án: 170ha. - Mật độ xây dựng tổng dự án: 15%, giữ nguyên rừng nguyên sinh trê..."
38917291,"Cần bán gấp căn 1PN + cao cấp Masteri nhận nhà ngay view Vinuni tầng trung đẹp giá chỉ 2,4x tỷ","Gia Lâm, Hà Nội",31/12/2023,Giá thỏa thuận,47 m²,,1,1,‎Việt Nga Property,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/-ban-gap-1pn-cao-cap-nhan-nha-ngay-re-nhat-thi-truong-gia-chi-2-19-ty-pr38917291,https://file4.batdongsan.com.vn/resize/200x200/2023/04/05/20230405153055-e9fb.jpg,,[],"Bán gấp căn 1PN + cao cấp thuộc phân khu Masteri Water Front - Vinhomes Ocean Park tầng trung view Vinuni siêu đẹp, giá chỉ 2,4x tỷ. Khách thiện chí có gia lộc thêm.- Tiềm năng đầu tư cho thuê hơn tiền lãi cho ngân hàng vay ở thời điểm hiện tại giá thuê 10 - 12 triệu/tháng và có cơ hội sở hữu phân khu cao cấp Diamond của dự án giá chỉ tương đương phân khúc Ruby. - Cho thuê theo ngày thường: 700k. - Cho thuê giá ngày cuối tuần: 1 triệu. - Cam kết ..."
37954658,Mở bán giỏ hàng đẹp dự án Horizon Hồ Bán Nguyệt - ưu đãi lớn cho KH mua trực tiếp CĐT 2024,"Quận 7, Hồ Chí Minh",31/12/2023,Giá thỏa thuận,150 m²,,,,‎Phú Mỹ Hưng,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-tran-van-tra-phuong-tan-phu-19-prj-the-horizon-phu-my-hung/mo-ban-gio-hang-dep-du-an-rizon-ban-nguyet-uu-dai-lon-c-kh-mua-truc-tiep-cdt-trong-08-2023-pr37954658,,,[],"Phú Mỹ Hưng mở bán giỏ hàng các căn 3PN tầng 5, 8,10,16 đẹp nhất dự án. Giá gốc chủ đầu tư, ưu đãi trả góp 0 lãi suất, chiết khấu cao. - Căn 2PN diện tích 85m². - Các căn góc 3PN diện tích 106m - 115m - 124m - 145m². - Penthouse 250m².Nhà bàn giao Full nội thất cao cấp, 100% nhập khẩu từ các thương hiệu hàng đầu thế giới, Gạch Tây Ban Nha, sàn gỗ Bỉ, cửa Mỹ, thiết bị điện Pháp, thiết bị vệ sinh Mỹ, bồn tắm Đức,...Hiện tại nhà đã xây xong, Khách h..."
38719203,"Bán gấp 2N 75.6m2 tầng trung, view thoáng về thành phố giá 2.9xx tỷ bao phí","Gia Lâm, Hà Nội",31/12/2023,"2,95 tỷ","75,6 m²","39,02 tr/m²",2,2,‎Nga Vinhomes,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-dong-du-1-xa-duong-xa-prj-the-zenpark/ban-cat-lo-3-ngu-86m2-400-trieu-tang-cao-view-thoang-co-giam-them-cho-khach-thien-chi-pr38719203,https://file4.batdongsan.com.vn/resize/200x200/2023/04/05/20230405153055-e9fb.jpg,,[],"Chính chủ chuyển vào Sài Gòn ở với con đang cần bán gấp. Căn 2 ngủ rộng, đồ nguyên bản CĐT có sẵn bếp, thiết bị vệ sinh và điều hòa. Tầng trung hướng Tây Tứ trạch, view thoáng không dòm nhà, không bị che chắn. Diện tích: 75.6m² tìm tường.Chủ nhà cần tiền xử lý nhanh có thể thương lượng thêm giá. Giá 2.950 tỷ bao phí.Đi xem nhà ngay 24/7. Cam kết thông tin xác thực, minh bạch. Hỗ trợ hoàn tất thủ tục và Vay ngân hàng. Hỗ trợ đến khi chủ mới về nhậ..."
38916877,"CC cần tiền bán gấp căn 2 ngủ 2VS, Vinhomes Ocean Park full nội thất như hình, giá bán: 2,15 tỷ","Gia Lâm, Hà Nội",31/12/2023,"2,15 tỷ",69 m²,"31,16 tr/m²",2,2,‎Trần Thị Quỳnh Trang,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/cc-tien-ban-gap-2-ngu-2vs-full-noi-that-nhu-hinh-ban-2-150-ty-pr38916877,https://file4.batdongsan.com.vn/resize/200x200/2021/11/03/20211103112700-6a59.jpg,,[],"Chính chủ cần tiền bán gấp căn hộ 2 ngủ 2VS, dự án Vinhomes Ocean Park, Hướng chính Đông Nam, View thoáng mát. Phân khu Sapphiae 1. Diện tích: 63m² thông thủy, 69m² tim tường. Tặng full nội thất như hình trị giá 200tr, tiền năng tăng giá cao. Giao dịch nhanh gọn. LH xem nhà 24/7 em Trang: 0983 272 ***"
38907544,"Độc quyền bán căn hộ Estella Heights 1PN, 2PN, 3PN, 4PN, duplex, penthouse giá tốt nhất","Quận 2, Hồ Chí Minh",31/12/2023,"8,2 tỷ",104 m²,"78,85 tr/m²",2,,‎Pkd Estella,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-song-hanh-phuong-an-phu-prj-estella-heights/doc-quyen-ban-1pn-2pn-3pn-4pn-duplex-pentuse-gia-tot-nhat-pr38907544,https://file4.batdongsan.com.vn/resize/200x200/2018/09/20/20180920211114-5b44.jpg,,[],"Chủ nhà cần bán căn hộ Estella Heights, tọa lạc An Phú Quận 2.Căn hộ 1PN, 60m² giá bán 4,6 tỷ - 6 tỷ.Căn hộ 2PN, 90m² tầng cao, giá 6,8 tỷ - 7,8 tỷ.Căn 2PN 104m² tầng cao giá bán 8,2 tỷ - 9,5 tỷ.* Diện tích 122m² - 130m², 3PN, 2WC, lầu cao view thoáng giá 11 tỷ - 14 tỷ.* Diện tích 156,7m², 3PN, 2WC, view hồ bơi ban công rộng giá 15,3 tỷ - 19 tỷ.* Diện tích 180m², 4PN view hồ bơi giá bán 19 tỷ - 25 tỷ.* Penthouse diện tích: 259m² - 320m², nhà thô ..."
38916435,"Tai Lai Xá Kim Chung Hoài Đức Dt: 37,3m2, MT: 3,5m = hậu: Giá: 2.35 tỷ (Hoa hậu Lai Xá)","Hoài Đức, Hà Nội",31/12/2023,"2,35 tỷ","37,3 m²",63 tr/m²,,,‎Đõ Văn Doanh,https://batdongsan.com.vn/nha-dat-ban/ban-nha-rieng-xa-kim-chung-1/tai-lai-hoai-duc-dt-37-3m-mt-3-5m-hau-gia-2ty350-hoa-hau-lai-pr38916435,,,[],"Giá: 2.35 tỷ (Hoa hậu Lai Xá). Không có mảnh thứ 2 Ai nhanh thì được. Tai Lai Xá Kim Chung Hoài Đức, Dt: 37,3m², MT: 3,5m = hậu."
38914284,"Hẻm nhựa 8m xe hơi Lê Văn Quới, Bình Tân sát Tân Phú, 220m2 sàn, 5 lầu, giá 6 tỷ 5 TL","Bình Tân, Hồ Chí Minh",30/12/2023,"6,5 tỷ",56 m²,"116,07 tr/m²",5,5,‎Ngô Minh Cương,https://batdongsan.com.vn/nha-dat-ban/ban-nha-rieng-duong-le-van-quoi-phuong-binh-hung-hoa-a/hem-nhua-8m-xe-hoi-tan-sat-tan-phu-220m2-san-5-lau-gia-6ty5-tl-pr38914284,https://file4.batdongsan.com.vn/resize/200x200/2022/03/02/20220302103618-1ea7_wm.jpg,,[],"Hẻm nhựa 8m xe hơi Lê Văn Quới, Bình Tân sát Tân Phú, 220m² sàn, 5 lầu, giá 6 tỷ 5 TL.56m² - 220m² sàn - 5 lầu - 6,5 tỷ.Mô tả: - Diện tích: 4 x 14m - 220m² sàn mới đẹp. - Kết cấu: 1 trệt, lửng, 2 lầu sân thượng: 5 phòng, 5 WC. - Hẻm nhựa 8m xe hơi vô nhà, khu dân trí đồng bộ cao tầng, cực đẹp - các mặt tiền Lê Văn Quới hơn 50m. - Tiện ích đầy đủ: Trường, chợ, spa... Khu vực phát triển mạnh nhất Bình Tân. - Sổ hồng hoàn công, không quy hoạch.Liên ..."
37117663,"Chính chủ bán đất mặt tiền đường Quốc Lộ 28B, Lương Sơn, Bắc Bình, Bình Thuận","Bắc Bình, Bình Thuận",30/12/2023,"9,75 tỷ",7.691 m²,"1,27 tr/m²",,,‎Trương Huy,https://batdongsan.com.vn/nha-dat-ban/ban-dat-duong-quoc-lo-28b-xa-phan-lam/chinh-chu-ban-dep-gia-tot-mat-tien-luong-son-bac-binh-binh-thuan-pr37117663,,,[],"Thông tin thửa đất. Chính chủ bán đất đẹp, giá tốt.* Diện tích: 7.691 m². * Vị trí đất đẹp, vuông và bằng phẳng, nền ngang mặt đường. * Hướng: Đông - Đông Bắc. * Mặt tiền đường Quốc Lộ 28B: 85m. * Chiều sâu: Gần 100m. * Đường mở rộng 54m. * Giá bán: 115tr/mét ngang, (thương lượng chính chủ).* Đặc điểm vị trí: * Gần ngã 4 cao tốc Bắc Nam - Quốc Lộ 28B chỉ 5km. * Cách khu công nghiệp Sông Bình 2km. * Gần nhà máy thép Quốc Dũng, gần nhà máy điện năn..."
